applicant_id,age,gender,state,employment_type,monthly_income,credit_score,loan_purpose,loan_amount,tenure_months,interest_rate,emi,existing_loans,num_dependents,application_date,debt_to_income,default_flag
APP101634,24,Female,Delhi,Self-Employed,18700.0,784,Vehicle,155000.0,12,10.76,13682.0,1,0,2025-09-23,1.46,0
APP104688,22,Male,Punjab,Salaried,77700.0,787,Business Expansion,144000.0,12,11.28,12746.0,0,1,2025-05-05,0.16,0
APP100479,39,Male,Maharashtra,Salaried,54800.0,737,Business Expansion,20000.0,12,12.28,1780.0,0,1,2025-10-17,0.03,0
APP100229,29,Male,Tamil Nadu,Salaried,61600.0,606,Personal,333000.0,24,13.76,15951.0,1,1,2025-11-25,0.52,1
APP102190,28,Male,Maharashtra,Salaried,57300.0,661,Business Expansion,20000.0,12,14.95,1805.0,3,1,2024-10-22,0.13,0
APP100234,40,Female,West Bengal,Salaried,58400.0,628,Personal,485000.0,12,13.24,43374.0,1,0,2024-09-01,1.49,1
APP104046,46,Male,Rajasthan,Salaried,20500.0,756,Vehicle,28000.0,12,12.35,2492.0,1,1,2025-12-08,0.24,0
APP105396,42,Male,Tamil Nadu,Salaried,24900.0,637,Vehicle,208000.0,36,14.77,7187.0,0,1,2025-01-14,0.29,1
APP102387,58,Female,Maharashtra,Self-Employed,12000.0,782,Medical,247000.0,24,12.94,11736.0,0,3,2025-11-03,0.98,0
APP102410,36,Male,West Bengal,Self-Employed,38600.0,526,Personal,213000.0,84,15.23,4138.0,1,3,2024-12-28,0.21,1
APP101989,32,Female,Delhi,Salaried,29000.0,687,Personal,198000.0,60,11.55,4360.0,1,1,2024-02-21,0.3,0
APP104440,21,Male,Delhi,Salaried,62200.0,692,Home Renovation,167000.0,60,12.17,3729.0,1,1,2024-04-18,0.12,1
APP101229,41,Male,Delhi,Self-Employed,12000.0,621,Home Renovation,200000.0,12,13.34,17895.0,2,3,2025-08-12,4.47,1
APP104061,35,Male,Uttar Pradesh,Salaried,58200.0,592,Business Expansion,324000.0,24,14.37,15613.0,2,2,2025-03-14,0.8,1
APP103271,30,Female,Rajasthan,Salaried,55200.0,550,Education,53000.0,60,14.45,1246.0,0,1,2025-04-30,0.02,1
APP101524,58,Male,Maharashtra,Self-Employed,24800.0,797,Medical,222000.0,36,10.04,7167.0,2,1,2024-03-05,0.87,1
APP100594,37,Male,Tamil Nadu,Salaried,50000.0,661,Business Expansion,200000.0,24,14.08,9610.0,0,2,2025-10-16,0.19,0
APP104817,35,Male,Karnataka,Self-Employed,36500.0,775,Education,221000.0,24,11.26,10327.0,2,3,2025-03-28,0.85,0
APP103918,42,Female,Maharashtra,Salaried,35500.0,649,Business Expansion,99000.0,36,11.34,3257.0,1,1,2024-06-22,0.18,0
APP103059,42,Male,Maharashtra,Salaried,48800.0,626,Business Expansion,373000.0,84,13.92,6974.0,1,2,2024-05-08,0.29,0
APP104103,57,Male,Uttar Pradesh,Salaried,56600.0,681,Personal,447000.0,12,13.61,40053.0,3,1,2025-03-13,2.83,1
APP104867,51,Female,Telangana,Self-Employed,23500.0,591,Home Renovation,206000.0,60,14.31,4826.0,0,4,2025-11-27,0.21,1
APP101441,46,Male,Uttar Pradesh,Salaried,61100.0,697,Business Expansion,336000.0,24,11.45,15731.0,0,1,2024-02-24,0.26,1
APP103861,49,Male,Tamil Nadu,Business Owner,52600.0,785,Business Expansion,140000.0,60,10.45,3006.0,0,3,2024-01-06,0.06,0
APP101610,49,Male,Maharashtra,Salaried,41100.0,646,Personal,340000.0,48,13.34,9179.0,1,1,2025-11-24,0.45,0
APP105103,31,Female,Punjab,Salaried,54900.0,576,Personal,251000.0,24,12.69,11896.0,3,0,2024-06-04,0.87,0
APP104552,58,Male,Punjab,Business Owner,62300.0,661,Medical,20000.0,36,14.25,686.0,0,0,2024-09-13,0.01,0
APP105146,48,Male,Telangana,Business Owner,49800.0,637,Personal,213000.0,48,12.97,5711.0,1,2,2025-09-20,0.23,0
APP101343,23,Female,Delhi,Salaried,55200.0,581,Personal,127000.0,48,16.44,3628.0,0,1,2024-11-23,0.07,1
APP104997,24,Female,Gujarat,Salaried,43000.0,599,Vehicle,151000.0,36,16.46,5343.0,1,1,2025-06-01,0.25,1
APP105235,32,Male,Punjab,Self-Employed,55400.0,713,Education,142000.0,24,12.59,6724.0,2,0,2025-08-29,0.36,0
APP100799,51,Male,Maharashtra,Salaried,45700.0,620,Vehicle,418000.0,24,13.83,20036.0,0,0,2024-07-19,0.44,0
APP100280,25,Male,Rajasthan,Business Owner,12000.0,662,Personal,181000.0,48,12.41,4803.0,1,4,2024-09-26,0.8,1
APP105707,42,Female,Uttar Pradesh,Salaried,48000.0,819,Personal,82000.0,12,9.66,7196.0,3,3,2025-10-30,0.6,1
APP100731,46,Male,Maharashtra,Self-Employed,59400.0,708,Education,153000.0,24,11.54,7169.0,2,1,2024-02-03,0.36,1
APP102537,35,Male,Gujarat,Self-Employed,37400.0,661,Education,324000.0,48,10.82,8346.0,0,1,2024-02-02,0.22,0
APP103437,49,Male,Maharashtra,Business Owner,103400.0,665,Medical,362000.0,24,14.32,17435.0,3,0,2025-02-08,0.67,0
APP103135,33,Female,West Bengal,Self-Employed,79100.0,681,Medical,138000.0,36,14.33,4739.0,0,1,2025-04-10,0.06,0
APP104872,51,Female,Telangana,Self-Employed,12000.0,624,Education,204000.0,36,14.65,7037.0,0,2,2025-03-19,0.59,0
APP101129,54,Male,West Bengal,Salaried,39000.0,801,Vehicle,301000.0,24,10.89,14014.0,0,1,2025-06-22,0.36,0
APP102395,48,Male,Delhi,Salaried,49700.0,462,Vehicle,313000.0,36,17.34,11212.0,0,1,2024-04-26,0.23,1
APP102069,56,Male,Uttar Pradesh,Business Owner,44100.0,524,Personal,297000.0,60,14.22,6945.0,1,0,2024-01-18,0.31,1
APP102948,46,Male,West Bengal,Salaried,49900.0,666,Personal,162000.0,48,13.22,4364.0,0,2,2025-05-18,0.09,1
APP105202,42,Male,Uttar Pradesh,Salaried,48600.0,608,Personal,132000.0,12,13.65,11830.0,1,0,2025-03-27,0.49,0
APP105852,58,Male,Gujarat,Self-Employed,24600.0,711,Business Expansion,296000.0,48,12.76,7906.0,0,2,2024-02-06,0.32,0
APP102878,36,Male,Tamil Nadu,Salaried,30300.0,844,Vehicle,311000.0,24,11.05,14502.0,3,1,2025-07-20,1.91,1
APP100180,52,Male,Rajasthan,Salaried,70200.0,590,Personal,169000.0,60,12.46,3799.0,0,1,2024-10-22,0.05,1
APP100024,45,Female,Tamil Nadu,Salaried,40800.0,702,Education,546000.0,36,12.16,18177.0,1,1,2024-04-10,0.89,1
APP104290,24,Male,Uttar Pradesh,Business Owner,75200.0,748,Personal,227000.0,24,11.65,10649.0,2,0,2024-09-13,0.42,1
APP104741,43,Male,Maharashtra,Self-Employed,34100.0,694,Education,298000.0,24,12.75,14132.0,0,1,2024-11-01,0.41,1
APP102451,55,Male,Telangana,Business Owner,80100.0,758,Vehicle,284000.0,48,13.21,7649.0,0,3,2025-06-23,0.1,0
APP105087,46,Male,Delhi,Salaried,,741,Home Renovation,173000.0,12,12.69,15427.0,1,2,2025-01-24,0.63,1
APP102421,25,Female,Maharashtra,Business Owner,27400.0,632,Personal,151000.0,48,14.44,4160.0,2,1,2024-03-28,0.46,1
APP102163,52,Female,Uttar Pradesh,Salaried,17200.0,688,Education,221000.0,36,12.59,7403.0,0,1,2024-10-25,0.43,0
APP100431,49,Male,Maharashtra,Self-Employed,53900.0,674,Education,133000.0,36,14.26,4562.0,0,1,2025-05-08,0.08,1
APP105335,38,Male,Uttar Pradesh,Salaried,80400.0,878,Education,286000.0,36,11.36,9412.0,1,0,2024-07-31,0.23,0
APP100569,51,Male,Uttar Pradesh,Business Owner,80900.0,856,Vehicle,20000.0,48,11.05,517.0,4,0,2024-10-29,0.03,0
APP104667,26,Female,Gujarat,Salaried,48600.0,607,Personal,254000.0,48,13.89,6927.0,1,1,2024-04-04,0.29,0
APP104215,23,Female,Maharashtra,Salaried,12800.0,634,Education,167000.0,36,14.34,5735.0,2,3,2024-02-29,1.34,1
APP104444,36,Male,Delhi,Self-Employed,22900.0,852,Personal,491000.0,48,10.07,12470.0,0,1,2025-09-06,0.54,1
APP103050,58,Female,Maharashtra,Salaried,46100.0,722,Home Renovation,20000.0,24,11.71,939.0,0,0,2024-01-03,0.02,0
APP105523,43,Male,Tamil Nadu,Business Owner,32100.0,579,Vehicle,321000.0,36,14.96,11121.0,2,3,2024-06-27,1.04,1
APP101564,50,Male,Delhi,Salaried,29900.0,530,Business Expansion,247000.0,36,15.41,8612.0,1,3,2024-09-01,0.58,1
APP101879,24,Male,Maharashtra,Business Owner,,433,Personal,416000.0,24,14.13,19999.0,0,0,2025-08-08,0.23,0
APP104526,23,Male,Rajasthan,Self-Employed,17700.0,652,Vehicle,437000.0,12,13.96,39229.0,0,0,2025-11-20,2.22,0
APP102118,41,Male,Punjab,Business Owner,39600.0,483,Home Renovation,457000.0,48,15.36,12802.0,0,2,2024-06-30,0.32,1
APP101365,57,Male,Delhi,Salaried,42500.0,656,Education,243000.0,36,14.41,8354.0,2,1,2025-09-16,0.59,0
APP104719,23,Male,Karnataka,Self-Employed,55400.0,722,Education,426000.0,84,12.29,7586.0,2,0,2025-06-07,0.41,1
APP105043,40,Female,Tamil Nadu,Self-Employed,15900.0,689,Education,466000.0,36,12.69,15632.0,0,1,2024-12-14,0.98,1
APP102622,31,Female,Tamil Nadu,Salaried,61900.0,538,Medical,392000.0,48,13.84,10681.0,0,1,2025-08-06,0.17,1
APP105795,57,Female,Rajasthan,Business Owner,51600.0,648,Business Expansion,111000.0,36,15.31,3865.0,1,2,2024-11-13,0.15,0
APP104618,58,Male,Tamil Nadu,Self-Employed,46400.0,660,Home Renovation,260000.0,36,13.66,8843.0,1,1,2025-08-04,0.38,1
APP102522,42,Male,Karnataka,Business Owner,65500.0,704,Education,193000.0,12,11.48,17101.0,1,0,2025-11-07,0.52,0
APP103522,35,Male,West Bengal,Salaried,44900.0,523,Personal,527000.0,12,14.42,47422.0,0,3,2024-03-16,1.06,1
APP102516,42,Female,Punjab,Salaried,42800.0,710,Personal,59000.0,48,13.33,1593.0,1,1,2024-05-21,0.07,0
APP101673,37,Male,West Bengal,Salaried,38000.0,745,Home Renovation,223000.0,84,11.28,3851.0,2,1,2024-03-27,0.3,0
APP100132,52,Male,Telangana,Self-Employed,20800.0,536,Home Renovation,402000.0,48,14.53,11092.0,1,1,2024-05-30,1.07,0
APP105859,23,Female,Maharashtra,Salaried,45500.0,634,Home Renovation,328000.0,12,13.13,29316.0,0,1,2025-06-03,0.64,0
APP103998,48,Female,Delhi,Salaried,24300.0,799,Education,393000.0,36,12.63,13172.0,1,2,2024-07-30,1.08,0
APP105577,54,Female,Punjab,Business Owner,70000.0,811,Personal,329000.0,48,11.19,8534.0,0,3,2025-02-28,0.12,0
APP101782,58,Male,Maharashtra,Self-Employed,43500.0,745,Vehicle,479000.0,36,11.98,15905.0,1,2,2024-11-09,0.73,1
APP103430,50,Female,Maharashtra,Self-Employed,44900.0,536,Vehicle,266000.0,24,14.26,12804.0,0,3,2024-12-26,0.29,0
APP100264,53,Male,Uttar Pradesh,Self-Employed,17300.0,799,Medical,230000.0,48,10.49,5888.0,0,2,2025-12-04,0.34,0
APP101096,40,Female,Tamil Nadu,Self-Employed,43900.0,661,Home Renovation,75000.0,36,12.89,2523.0,1,0,2024-05-01,0.11,0
APP101682,56,Female,Karnataka,Salaried,23400.0,538,Home Renovation,311000.0,24,12.56,14721.0,5,0,2024-01-23,3.77,0
APP104146,34,Male,Rajasthan,Salaried,40800.0,699,Personal,574000.0,48,12.16,15161.0,3,0,2025-11-29,1.49,1
APP105973,21,Male,Delhi,Salaried,50000.0,587,Home Renovation,276000.0,48,13.08,7415.0,0,1,2025-02-09,0.15,0
APP105493,36,Female,Karnataka,Self-Employed,76400.0,612,Personal,426000.0,60,13.5,9802.0,0,1,2025-07-30,0.13,0
APP102844,22,Male,Karnataka,Salaried,31900.0,722,Business Expansion,199000.0,12,12.91,17766.0,0,1,2024-10-04,0.56,0
APP105798,47,Male,Karnataka,Salaried,46400.0,751,Personal,20000.0,84,12.77,361.0,0,1,2025-07-23,0.01,0
APP103399,51,Male,Punjab,Salaried,13900.0,704,Education,20000.0,48,12.91,536.0,0,2,2024-03-17,0.04,0
APP101189,45,Male,Tamil Nadu,Salaried,42200.0,703,Personal,146000.0,24,11.98,6871.0,1,0,2025-01-20,0.33,0
APP101374,54,Female,Uttar Pradesh,Self-Employed,24300.0,835,Education,346000.0,24,9.8,15934.0,1,2,2025-01-04,1.31,1
APP100426,32,Male,Karnataka,Business Owner,58000.0,666,Vehicle,253000.0,12,14.27,22748.0,1,3,2024-11-24,0.78,1
APP101704,57,Male,Maharashtra,Business Owner,,507,Business Expansion,298000.0,60,15.53,7173.0,2,1,2024-10-10,0.43,0
APP101586,28,Female,Gujarat,Business Owner,17700.0,784,Education,263000.0,36,12.42,8788.0,2,0,2024-01-11,1.49,1
APP104363,58,Male,Uttar Pradesh,Salaried,51000.0,587,Personal,37000.0,60,14.41,869.0,2,2,2024-07-23,0.05,0
APP102896,38,Female,Uttar Pradesh,Self-Employed,35600.0,691,Business Expansion,140000.0,36,13.7,4764.0,0,0,2024-06-20,0.13,0
APP102370,23,Male,Delhi,Salaried,48800.0,731,Home Renovation,352000.0,48,13.0,9443.0,1,1,2025-05-22,0.39,0
APP104627,33,Male,Maharashtra,Business Owner,25300.0,849,Vehicle,253000.0,36,10.1,8175.0,2,0,2025-06-18,0.97,0
APP105504,24,Male,Delhi,Self-Employed,29300.0,703,Personal,155000.0,12,11.91,13765.0,1,1,2024-04-17,0.94,1
APP104024,28,Male,Tamil Nadu,Salaried,40900.0,633,Vehicle,175000.0,24,11.49,8196.0,0,3,2024-12-09,0.2,0
APP104520,40,Male,Uttar Pradesh,Salaried,53900.0,731,Business Expansion,420000.0,24,12.11,19792.0,0,1,2024-09-17,0.37,1
APP103205,53,Female,Telangana,Salaried,49200.0,640,Personal,260000.0,48,13.82,7081.0,0,2,2024-02-16,0.14,0
APP104291,51,Male,Uttar Pradesh,Salaried,76500.0,574,Education,249000.0,48,11.51,6497.0,2,1,2025-09-25,0.25,0
APP102921,21,Male,West Bengal,Salaried,45100.0,800,Vehicle,329000.0,24,10.78,15300.0,0,0,2024-04-15,0.34,0
APP105277,35,Male,Tamil Nadu,Self-Employed,44100.0,711,Personal,281000.0,48,11.99,7398.0,1,0,2024-07-09,0.34,0
APP100841,53,Male,Punjab,Business Owner,74900.0,700,Personal,261000.0,60,12.04,5811.0,0,2,2025-03-23,0.08,0
APP105969,27,Male,Telangana,Salaried,31300.0,745,Home Renovation,324000.0,60,11.87,7186.0,1,1,2025-05-23,0.46,0
APP104047,56,Male,Gujarat,Self-Employed,62200.0,652,Business Expansion,268000.0,48,12.79,7162.0,1,0,2024-07-05,0.23,0
APP104947,52,Male,Karnataka,Self-Employed,17100.0,807,Personal,211000.0,36,10.92,6900.0,0,1,2024-06-01,0.4,1
APP104328,40,Female,Karnataka,Salaried,42900.0,692,Business Expansion,312000.0,48,12.43,8282.0,0,1,2024-05-27,0.19,1
APP100131,33,Male,Karnataka,Self-Employed,28000.0,777,Education,273000.0,36,12.1,9081.0,0,1,2025-01-27,0.32,0
APP101163,49,Male,Karnataka,Salaried,52800.0,707,Vehicle,372000.0,36,12.38,12423.0,0,1,2025-03-08,0.24,0
APP102265,42,Male,Uttar Pradesh,Self-Employed,19600.0,591,Business Expansion,353000.0,60,15.77,8541.0,2,1,2024-06-10,1.31,1
APP105896,33,Female,Uttar Pradesh,Salaried,40100.0,760,Business Expansion,85000.0,24,11.23,3971.0,0,1,2024-04-29,0.1,0
APP100245,55,Male,Rajasthan,Self-Employed,64800.0,561,Vehicle,280000.0,12,14.4,25193.0,0,3,2025-10-27,0.39,1
APP101435,32,Male,Punjab,Salaried,45300.0,616,Business Expansion,439000.0,84,13.47,8099.0,1,2,2024-09-01,0.36,0
APP104100,48,Male,Punjab,Self-Employed,12000.0,805,Home Renovation,274000.0,48,9.59,6896.0,1,0,2025-08-05,1.15,0
APP103033,31,Male,Uttar Pradesh,Salaried,57400.0,656,Vehicle,242000.0,48,12.16,6392.0,2,2,2024-09-07,0.33,0
APP104191,25,Female,Tamil Nadu,Salaried,35200.0,509,Education,82000.0,36,14.97,2841.0,0,1,2025-08-27,0.08,1
APP102383,42,Male,Telangana,Salaried,78400.0,734,Education,20000.0,48,10.79,515.0,1,2,2024-05-18,0.01,0
APP102919,24,Male,Karnataka,Self-Employed,29300.0,695,Business Expansion,354000.0,36,13.38,11993.0,1,3,2024-10-08,0.82,1
APP103727,59,Female,Maharashtra,Salaried,36600.0,761,Medical,302000.0,24,11.98,14213.0,1,0,2024-01-26,0.78,0
APP101291,24,Male,Punjab,Salaried,22300.0,684,Vehicle,220000.0,12,13.45,19696.0,0,3,2024-10-25,0.88,0
APP105766,39,Male,Telangana,Salaried,54300.0,889,Personal,391000.0,48,11.49,10199.0,1,1,2024-08-07,0.38,0
APP105962,53,Male,Delhi,Salaried,52800.0,668,Personal,183000.0,12,11.59,16224.0,2,0,2024-12-16,0.92,1
APP102946,31,Male,West Bengal,Self-Employed,29600.0,715,Home Renovation,20000.0,24,11.99,941.0,0,2,2024-01-13,0.03,0
APP101167,56,Male,West Bengal,Business Owner,92800.0,782,Vehicle,44000.0,24,10.1,2032.0,2,2,2024-01-01,0.07,1
APP103978,36,Female,Tamil Nadu,Salaried,71100.0,558,Personal,310000.0,36,15.84,10874.0,2,3,2024-07-27,0.46,1
APP102299,35,Male,Punjab,Self-Employed,65700.0,625,Education,317000.0,36,14.48,10908.0,1,3,2024-08-23,0.33,0
APP105851,43,Male,Karnataka,Salaried,34700.0,609,Vehicle,20000.0,60,12.78,453.0,0,1,2024-02-28,0.01,1
APP102354,55,Female,Tamil Nadu,Salaried,47800.0,782,Vehicle,277000.0,12,12.15,24631.0,0,2,2024-01-22,0.52,0
APP100118,46,Male,Gujarat,Salaried,32000.0,900,Medical,412000.0,36,10.38,13368.0,0,1,2024-08-07,0.42,0
APP102125,24,Male,Telangana,Self-Employed,50100.0,725,Vehicle,20000.0,12,11.71,1774.0,0,1,2025-07-18,0.04,0
APP105794,26,Male,Gujarat,Self-Employed,21800.0,702,Medical,451000.0,48,14.36,12406.0,1,2,2024-03-01,1.14,0
APP103060,23,Female,Maharashtra,Salaried,28300.0,598,Home Renovation,206000.0,60,13.74,4766.0,0,1,2025-10-11,0.17,0
APP100089,59,Male,Karnataka,Self-Employed,56900.0,717,Personal,185000.0,36,11.69,6117.0,0,2,2024-03-29,0.11,1
APP104058,32,Male,Uttar Pradesh,Self-Employed,30300.0,697,Personal,252000.0,36,12.28,8404.0,1,5,2024-03-19,0.55,0
APP103213,57,Male,Telangana,Business Owner,107100.0,752,Medical,178000.0,24,12.68,8436.0,1,2,2025-08-03,0.16,0
APP104938,46,Male,Maharashtra,Salaried,45600.0,644,Medical,112000.0,48,12.56,2980.0,1,4,2025-03-07,0.13,1
APP103499,31,Male,Uttar Pradesh,Salaried,39700.0,672,Business Expansion,500000.0,36,11.16,16407.0,1,1,2025-01-31,0.83,0
APP104823,47,Male,Karnataka,Salaried,74700.0,799,Medical,220000.0,24,10.55,10208.0,0,0,2024-08-25,0.14,0
APP100588,28,Female,Rajasthan,Salaried,68000.0,538,Personal,258000.0,36,11.49,8507.0,1,0,2024-05-05,0.25,0
APP102894,48,Female,Telangana,Business Owner,42800.0,673,Vehicle,180000.0,36,12.65,6035.0,1,1,2024-01-26,0.28,0
APP104964,48,Male,Maharashtra,Self-Employed,27400.0,763,Medical,445000.0,24,10.59,20656.0,0,1,2024-03-08,0.75,0
APP105642,47,Female,Gujarat,Self-Employed,46800.0,808,Personal,117000.0,84,12.32,2085.0,0,0,2024-10-05,0.04,0
APP101106,50,Male,Telangana,Self-Employed,31800.0,547,Medical,455000.0,36,15.18,15813.0,1,1,2025-10-17,0.99,1
APP105920,50,Male,Karnataka,Self-Employed,12000.0,708,Business Expansion,261000.0,24,14.95,12649.0,1,0,2025-04-09,2.11,1
APP100681,58,Female,Delhi,Salaried,32600.0,542,Personal,394000.0,36,15.89,13830.0,0,1,2024-02-10,0.42,1
APP100708,24,Male,Uttar Pradesh,Salaried,59200.0,822,Business Expansion,412000.0,24,9.48,18913.0,1,3,2024-07-11,0.64,0
APP102321,24,Female,Gujarat,Self-Employed,51400.0,642,Medical,175000.0,84,13.51,3232.0,3,2,2024-02-06,0.25,1
APP104965,40,Male,Tamil Nadu,Self-Employed,53200.0,643,Medical,388000.0,24,13.33,18506.0,1,1,2024-02-04,0.7,1
APP101765,36,Male,Karnataka,Salaried,49500.0,689,Business Expansion,248000.0,36,13.03,8360.0,1,2,2025-02-08,0.34,0
APP100412,36,Male,West Bengal,Self-Employed,63700.0,789,Medical,162000.0,48,11.13,4197.0,0,2,2025-04-27,0.07,1
APP104589,28,Female,Telangana,Business Owner,59000.0,678,Business Expansion,346000.0,60,12.72,7823.0,1,1,2024-03-28,0.27,0
APP104544,50,Female,West Bengal,Salaried,35100.0,812,Education,245000.0,24,10.68,11383.0,2,0,2025-05-12,0.97,0
APP102483,41,Male,Telangana,Salaried,24900.0,817,Medical,400000.0,12,13.65,35849.0,0,0,2024-11-18,1.44,0
APP101289,34,Female,Gujarat,Self-Employed,38700.0,730,Home Renovation,341000.0,60,11.67,7529.0,1,1,2025-06-30,0.39,0
APP101802,35,Female,Uttar Pradesh,Self-Employed,27300.0,828,Education,238000.0,48,9.94,6029.0,2,1,2025-02-05,0.66,0
APP100977,43,Male,Delhi,Salaried,55100.0,544,Personal,285000.0,12,16.8,25966.0,2,1,2024-06-25,1.41,0
APP104874,41,Female,Delhi,Salaried,46500.0,824,Vehicle,135000.0,24,10.41,6255.0,1,2,2024-06-21,0.27,0
APP101546,42,Male,Tamil Nadu,Salaried,46800.0,683,Medical,495000.0,48,12.58,13177.0,0,0,2024-05-27,0.28,0
APP104072,23,Male,Maharashtra,Self-Employed,29700.0,586,Home Renovation,321000.0,24,12.46,15180.0,1,1,2025-05-30,1.02,1
APP104253,40,Male,Punjab,Business Owner,37700.0,736,Personal,201000.0,24,12.58,9516.0,0,1,2024-06-02,0.25,0
APP101847,41,Male,Rajasthan,Salaried,49700.0,621,Home Renovation,141000.0,36,13.46,4782.0,1,2,2025-07-31,0.19,0
APP102368,49,Male,Delhi,Self-Employed,63800.0,599,Vehicle,334000.0,36,15.26,11621.0,1,3,2024-01-10,0.36,0
APP105993,46,Male,West Bengal,Self-Employed,41000.0,790,Medical,201000.0,12,11.98,17857.0,2,2,2025-10-22,1.31,1
APP105529,34,Male,Delhi,Business Owner,45100.0,869,Vehicle,491000.0,24,10.86,22853.0,0,2,2025-06-22,0.51,1
APP103130,59,Male,Telangana,Salaried,39500.0,860,Vehicle,429000.0,12,9.0,37517.0,0,1,2025-04-15,0.95,0
APP103831,57,Female,Punjab,Salaried,43700.0,791,Personal,435000.0,48,11.27,11300.0,0,3,2024-11-11,0.26,0
APP103169,32,Male,Uttar Pradesh,Self-Employed,52200.0,723,Vehicle,193000.0,36,12.08,6418.0,0,1,2025-06-11,0.12,0
APP105720,38,Male,Gujarat,Salaried,38700.0,770,Personal,20000.0,12,10.61,1764.0,0,0,2025-05-07,0.05,0
APP102616,48,Female,Maharashtra,Self-Employed,37200.0,647,Education,301000.0,36,14.03,10292.0,0,0,2025-06-30,0.28,1
APP104516,23,Female,Rajasthan,Business Owner,62400.0,724,Home Renovation,256000.0,60,12.95,5818.0,0,1,2024-01-18,0.09,0
APP103679,25,Female,Rajasthan,Salaried,37800.0,668,Personal,207000.0,48,13.73,5629.0,1,1,2024-07-31,0.3,0
APP105347,46,Male,Tamil Nadu,Self-Employed,34500.0,712,Education,393000.0,12,10.57,34655.0,0,2,2024-12-03,1.0,0
APP104077,50,Male,Maharashtra,Salaried,39700.0,523,Education,317000.0,24,16.1,15536.0,3,1,2025-04-27,1.57,1
APP104783,33,Male,Delhi,Self-Employed,43100.0,543,Education,241000.0,12,14.43,21687.0,0,0,2025-10-08,0.5,0
APP103194,38,Male,Maharashtra,Self-Employed,65000.0,867,Business Expansion,20000.0,36,9.66,642.0,1,0,2024-09-03,0.02,0
APP100356,50,Male,Delhi,Self-Employed,36800.0,561,Education,335000.0,48,15.34,9381.0,2,0,2025-06-17,0.76,1
APP104422,52,Female,Rajasthan,Salaried,52900.0,640,Home Renovation,460000.0,60,13.13,10497.0,0,1,2025-05-31,0.2,0
APP101323,43,Female,Punjab,Salaried,76900.0,827,Medical,351000.0,24,11.49,16439.0,2,0,2024-03-25,0.64,0
APP105600,50,Male,Delhi,Salaried,54100.0,802,Personal,20000.0,12,10.31,1761.0,1,1,2024-05-22,0.07,0
APP103976,49,Female,Punjab,Salaried,50100.0,680,Personal,156000.0,36,13.25,5275.0,0,0,2024-08-30,0.11,0
APP101459,54,Male,Karnataka,Salaried,35100.0,703,Personal,337000.0,48,14.17,9238.0,0,0,2025-08-29,0.26,0
APP104366,23,Male,Rajasthan,Self-Employed,13000.0,782,Medical,280000.0,24,12.15,13200.0,0,0,2025-04-03,1.02,0
APP100486,48,Male,Maharashtra,Salaried,50200.0,696,Education,341000.0,60,12.29,7635.0,0,3,2025-06-03,0.15,0
APP102817,59,Male,Uttar Pradesh,Salaried,23100.0,900,Personal,358000.0,36,10.61,11654.0,0,3,2025-08-15,0.5,0
APP102971,33,Male,Maharashtra,Salaried,12000.0,769,Personal,342000.0,24,10.98,15937.0,1,2,2025-10-05,2.66,0
APP102853,40,Male,Punjab,Business Owner,29900.0,610,Home Renovation,146000.0,24,15.01,7080.0,0,0,2024-10-05,0.24,1
APP101966,23,Male,West Bengal,Self-Employed,12000.0,643,Personal,390000.0,36,15.26,13569.0,0,1,2024-04-09,1.13,0
APP103190,47,Female,Maharashtra,Salaried,41800.0,779,Home Renovation,103000.0,24,12.11,4854.0,1,0,2025-09-25,0.23,0
APP103872,25,Female,Delhi,Business Owner,22900.0,853,Vehicle,462000.0,24,11.44,21627.0,1,1,2024-02-15,1.89,0
APP105029,55,Male,West Bengal,Self-Employed,26500.0,594,Education,20000.0,36,14.02,684.0,0,3,2024-07-02,0.03,0
APP100399,57,Female,Delhi,Self-Employed,53000.0,765,Personal,382000.0,12,12.75,34074.0,0,0,2025-10-21,0.64,0
APP100638,30,Female,Karnataka,Salaried,33500.0,816,Medical,249000.0,24,11.38,11649.0,2,1,2024-10-14,1.04,1
APP105294,28,Female,Uttar Pradesh,Salaried,66300.0,614,Personal,265000.0,60,13.43,6088.0,0,1,2024-06-15,0.09,0
APP104881,22,Female,Karnataka,Salaried,40200.0,633,Personal,397000.0,84,12.97,7216.0,2,1,2025-01-12,0.54,1
APP103523,55,Male,Karnataka,Salaried,25200.0,668,Personal,20000.0,24,13.24,953.0,0,2,2024-02-19,0.04,0
APP101261,45,Male,Uttar Pradesh,Salaried,52800.0,648,Personal,68000.0,60,11.67,1501.0,1,0,2025-06-25,0.06,0
APP105162,30,Male,Telangana,Salaried,25900.0,736,Vehicle,467000.0,24,12.34,22058.0,1,1,2025-06-25,1.7,0
APP100580,58,Male,Punjab,Salaried,28100.0,614,Education,260000.0,36,13.91,8875.0,2,1,2025-10-05,0.95,0
APP101740,21,Female,Delhi,Salaried,45800.0,496,Personal,284000.0,84,12.47,5085.0,1,0,2025-01-09,0.22,0
APP102607,23,Male,Delhi,Self-Employed,12000.0,709,Medical,166000.0,48,12.34,4399.0,3,0,2024-09-08,1.47,1
APP100917,49,Male,Karnataka,Salaried,69000.0,842,Personal,379000.0,60,10.06,8064.0,0,0,2024-05-12,0.12,0
